total,m0009,m1014,m1519,m2024,m2529,m3034,m3539,m4044,m4549,m5054,m5559,m6064,m6569,m70,w0009,w1014,w1519,w2024,w2529,w3034,w3539,w4044,w4549,w5054,w5559,w6064,w6569,w70,region,time,region_cat
781423.3058,32470.4065,16338.6186,23964.1988,22322.9765,28502.8431,29781.1082,34929.3954,32274.0385,33034.6069,26103.1074,25145.4766,19855.721,14810.1323,27940.163,30779.0531,15980.6409,24937.6931,28681.1346,33063.9126,33786.5473,38034.9639,33546.4722,32908.9894,27671.5154,29030.2939,24538.3682,19295.608,41695.3308,송파구,2022-12-25 20:00:00,SE2
760315.6801,31787.998,16007.6241,22510.4045,20970.8624,26990.0453,28400.7072,34131.4918,31954.9198,32622.3964,26006.0217,25173.0562,19913.2563,14896.9514,28106.827,29897.4779,15497.3037,22640.4815,26415.0107,31211.6626,32050.4243,36845.4325,32708.0849,32276.8944,27331.5787,28797.7567,24419.5449,19309.156,41442.31,송파구,2022-12-25 21:00:00,SE2
742697.4517,31769.1723,15925.9649,21279.2663,19343.2715,25432.6784,27516.6102,33378.731,31651.6235,32421.6206,25993.9509,25232.2403,19887.5042,14896.5244,28103.7202,29208.9419,15150.7449,20892.3645,23613.1061,28993.2013,30806.1828,36234.7715,32064.6143,31931.1322,27067.0464,28684.9626,24419.0685,19315.2088,41483.2209,송파구,2022-12-25 22:00:00,SE2
738305.1647,32265.4652,16029.8591,20542.07,18669.9978,24587.048,27334.4427,33477.8203,31576.3859,32593.3421,26197.3813,25402.229,20030.8799,14998.7435,28200.1161,29432.1683,15110.4076,19791.2495,21938.649,28012.3006,30380.0796,36308.5097,32068.3021,31996.5663,27079.0313,28642.4629,24616.169,19467.8737,41555.6053,송파구,2022-12-25 23:00:00,SE2
503674.7959,21013.7209,11762.0594,13849.2292,12829.237,15069.1162,16120.1286,20986.9857,21073.6638,22102.3877,18255.4017,18534.5001,15274.1214,11461.5227,23176.7505,18350.7242,10056.994,12009.1977,13720.6429,16323.8133,17306.1634,22003.6325,21199.4409,21662.9048,18784.6177,20670.8255,18816.3484,15206.4787,36054.1867,강동구,2022-12-25 12:00:00,SE2
496156.9172,20470.9863,11424.7536,13951.0346,12576.3588,14877.1742,16090.9967,20896.5531,20620.1124,21730.4985,18215.9044,18445.1598,15131.2591,11326.1921,22811.3014,17726.8192,9783.2509,11577.3076,13233.3667,15932.1926,17098.2301,21551.0729,20845.0694,21344.3295,18584.1588,20451.6379,18696.2273,15104.486,35660.4872,강동구,2022-12-25 13:00:00,SE2
492764.7242,20373.6211,11356.0855,13756.515,12309.095,14738.6976,15845.2417,20807.2398,20644.1934,21473.7791,18081.6475,18638.796,15046.7081,11402.5375,22930.6712,17488.5822,9629.1951,11099.6249,12884.9961,15508.7358,16911.6923,21555.875,20773.4194,21240.5566,18540.9863,20449.6861,18790.7899,15078.4187,35407.337,강동구,2022-12-25 14:00:00,SE2
493589.149,20436.2252,11365.3002,13565.7594,12110.9556,14690.5367,15768.1066,20596.0714,20665.0752,21745.9673,18298.9795,18702.5658,15320.4403,11454.6069,23035.2691,17459.6295,9590.4702,11055.0788,12639.2964,15515.7704,17141.8065,21546.4989,20885.2452,21536.6773,18661.1291,20563.7988,18739.1111,15132.3974,35366.3797,강동구,2022-12-25 15:00:00,SE2
496218.2414,20496.531,11398.3026,13465.8543,11988.7052,14763.6335,16004.1944,20634.6069,20796.7758,22041.004,18517.7393,18726.4011,15576.6018,11725.8699,23416.2309,17796.6849,9686.579,10893.1872,12546.9147,15449.0469,17162.4171,21673.9475,20867.6112,21475.34,18738.074,20670.7414,18987.6924,15257.3122,35460.2523,강동구,2022-12-25 16:00:00,SE2
501039.7869,20499.297,11483.7833,13428.4006,11793.5597,14704.9642,16036.2822,20807.9316,20862.7178,22201.7921,18735.1343,18896.0753,15732.8058,11834.2204,23739.8429,18380.5917,10021.7734,10853.7467,12568.4134,15569.4903,17415.7957,22060.6384,21125.1505,21940.7934,19040.4603,20944.2771,19212.2589,15383.152,35766.4419,강동구,2022-12-25 17:00:00,SE2
505595.8315,20712.002,11618.4347,13448.1349,11772.8706,14886.5069,16217.9944,20995.9974,21153.3054,22611.5433,18789.654,19022.456,15859.7041,11738.8514,23756.9517,18725.4799,10211.7173,10853.6687,12616.408,15674.1907,17606.4207,22329.0633,21431.7257,22234.0209,19213.2713,21279.7405,19396.7047,15451.5613,35987.4464,강동구,2022-12-25 18:00:00,SE2
512250.7295,21304.9623,11965.4989,13837.7247,11874.1509,14998.4799,16543.2474,21474.5335,21500.0826,22859.2623,18805.8863,19336.4621,15911.2463,11930.2618,23824.9663,18769.7443,10288.7399,11066.2823,12823.2679,16002.008,17871.449,22828.3643,21940.3455,22459.4244,19351.6961,21521.5772,19529.1818,15554.1472,36077.7316,강동구,2022-12-25 19:00:00,SE2
519520.875,21433.8626,12130.4361,14096.319,12003.1437,15210.8781,16830.8203,22089.5,21819.7101,23108.9198,18923.96,19475.005,15977.1745,11987.848,23911.4879,19118.4403,10507.3265,11458.724,13221.8826,16402.7867,18232.3487,23405.6668,22332.4503,22861.2918,19668.8773,21704.8002,19715.9441,15673.3633,36217.9112,강동구,2022-12-25 20:00:00,SE2
526325.3787,21628.2055,12253.7421,14329.8602,12185.17,15415.3455,17194.5058,22544.4926,22003.5285,23328.7772,19102.2676,19612.9199,15984.2592,12001.7437,23963.1035,19576.2604,10710.6427,12032.5131,13696.9173,16828.8782,18818.5136,23808.5964,22595.5917,23110.6867,19849.8552,21863.6328,19849.9452,15694.1319,36341.2855,강동구,2022-12-25 21:00:00,SE2
533152.3225,21785.7622,12353.1636,15032.0971,12444.0366,15805.3552,17367.9751,22801.3044,22303.8438,23526.088,19113.0275,19653.7329,16047.2862,12072.6135,23977.1709,19796.9688,10893.3899,12700.9275,14297.356,17498.4727,19183.3694,24124.0719,22982.1,23333.7814,19956.0412,21944.0069,19965.6482,15797.2421,36395.4963,강동구,2022-12-25 22:00:00,SE2
535586.8151,21992.6294,12486.9981,15300.1051,12726.9095,16057.372,17436.5293,22650.9205,22253.978,23578.5638,18965.9969,19596.5774,15967.0812,11938.096,23827.643,20149.1633,11093.0262,13233.8127,14844.917,17948.9523,19359.6091,24165.4077,23084.8152,23266.7974,19902.1725,21866.4532,19923.9051,15703.4093,36264.981,강동구,2022-12-25 23:00:00,SE2
